"state_name","race_grp","pop_share_agg","pop_weighted"
"South Dakota","Asian",0.0115430104203126,1152.83757153683
"South Dakota","Native Hawaiian or Other Pacific Islander",0.000524470733801394,56.0246365808725
"Tennessee","White",0.797613254903744,551992.150450082
"Tennessee","Hispanic",0.0317892221784254,25343.1261
"Tennessee","Black",0.142241810450159,105742.148069008
"Tennessee","Other",0.00998343595278761,7431.29061709992
"Tennessee","Asian",0.015799606646352,11893.1123239421
"Tennessee","American Indian or Alaska Native",0.00231385118239355,1871.52199109284
"Tennessee","Native Hawaiian or Other Pacific Islander",0.000258818686139092,171.371148774885
"Texas","Asian",0.0484660482408621,278673.677724986
"Texas","White",0.500886765303505,2636990.74966171
"Texas","Black",0.118129009872079,665772.632798064
"Texas","Hispanic",0.318478729931256,1884658.31000454
"Texas","Other",0.0100518318435887,62970.2611854953
"Texas","American Indian or Alaska Native",0.00326411897874814,17967.2505138026
"Texas","Native Hawaiian or Other Pacific Islander",0.000723495829960067,4165.26868435022
"Utah","Other",0.0140022030834347,6300.29016264512
"Utah","White",0.828326208540451,269646.049867008
"Utah","Hispanic",0.109766556872544,42915.9210789211
"Utah","American Indian or Alaska Native",0.0091234365420546,3422.58361215946
"Utah","Black",0.00783675643354654,3095.04034650182
"Utah","Asian",0.0240440760200088,8943.14648778244
"Utah","Native Hawaiian or Other Pacific Islander",0.00690076250796072,2546.66674668003
"Vermont","White",0.950704489478239,54179.1482851554
"Vermont","Other",0.0117024129794886,804.235186096737
"Vermont","Black",0.00800078491138272,520.36994231718
"Vermont","Asian",0.0139047764135632,871.794275918467
"Vermont","Hispanic",0.010784970764551,814.846492203846
"Vermont","American Indian or Alaska Native",0.00435744467663048,333.098456432651
"Vermont","Native Hawaiian or Other Pacific Islander",0.000545120776145344,22.7614556399223
"Virginia","White",0.673678150136446,588534.456371237
"Virginia","Other",0.0148814839291123,14591.0748871472
"Virginia","Black",0.178212048359719,164897.189362357
"Virginia","Hispanic",0.0672325542646508,67116.35
"Virginia","Asian",0.0636176298725517,59800.4525030082
"Virginia","American Indian or Alaska Native",0.00190853826023092,1685.87166219913
"Virginia","Native Hawaiian or Other Pacific Islander",0.00046959517728894,484.339214051185
"Washington","White",0.760477765782053,1002879.26053334
"Washington","Other",0.0275129613057203,38360.1642662191
"Washington","Asian",0.0854807859280583,116727.858423852
"Washington","Hispanic",0.0797226609211685,111444.384212522
"Washington","Black",0.0317722196305679,43666.5597168657
"Washington","Native Hawaiian or Other Pacific Islander",0.00487791230692899,6806.61312466206
"Washington","American Indian or Alaska Native",0.010155694125503,13647.5047645369
"West Virginia","White",0.94485491547368,178265.343895249
"West Virginia","Other",0.0074547627427129,1565.65954443096
"West Virginia","Black",0.0302284665753458,5808.90010780445
"West Virginia","Hispanic",0.00873979754881257,1676.98853805
"West Virginia","American Indian or Alaska Native",0.00167230819420522,371.515115749836
"West Virginia","Asian",0.00701600378319084,1469.52246222123
"West Virginia","Native Hawaiian or Other Pacific Islander",3.3745682052712e-05,8.57112691285428
"Wisconsin","White",0.872046896815123,737427.532254884
"Wisconsin","American Indian or Alaska Native",0.00596295955774037,4832.57776436931
"Wisconsin","Black",0.0467494039132691,36580.3417342947
"Wisconsin","Other",0.00872840931980462,6571.78884063344
"Wisconsin","Hispanic",0.0443753075519625,33188.131072542
"Wisconsin","Asian",0.0216139733793431,16309.3124281424
"Wisconsin","Native Hawaiian or Other Pacific Islander",0.000523049462757738,385.577822184511
"Arkansas","White",0.783655564696917,292373.870579272
"Arkansas","Hispanic",0.0485400768934263,19876.2762762763
"Arkansas","Other",0.0136942134191984,5258.53521177617
"Arkansas","Black",0.133859525322547,53211.2362218241
"Arkansas","Asian",0.0128831035213709,5417.26785756123
"Arkansas","American Indian or Alaska Native",0.00565037295543177,2266.58125190431
"Arkansas","Native Hawaiian or Other Pacific Islander",0.0017171431911088,668.182551335665
"Georgia","Black",0.285555672090452,390175.453696173
"Georgia","White",0.599446516007977,752509.958180059
"Georgia","Other",0.0106667626286034,14688.5576532898
"Georgia","Hispanic",0.0639694177876716,91984.3123123123
"Georgia","Asian",0.0378819975909074,52286.0138584885
"Georgia","American Indian or Alaska Native",0.00204987433484013,2809.54153915143
"Georgia","Native Hawaiian or Other Pacific Islander",0.000429759559548406,542.791389154527
"Hawaii","Other",0.139463203398813,26563.4632186588
"Hawaii","Native Hawaiian or Other Pacific Islander",0.0839483361376678,15629.3371559738
"Hawaii","Hispanic",0.0667813902647189,12767.984984985
"Hawaii","Asian",0.45279513752583,80694.4356067801
"Hawaii","White",0.241523461336616,43888.5109779143
"Montana","American Indian or Alaska Native",0.0443742372518987,6583.24176181269
"Montana","White",0.899439371549641,126082.967452555
"Montana","Other",0.0180531998426876,2782.19734428136
"Montana","Hispanic",0.0276034558019982,3819.06606606607
"Montana","Asian",0.00670642305712868,879.54709821424
"Montana","Black",0.00315112883075637,449.063184567632
"New Hampshire","White",0.930349369790914,174622.700333634
"New Hampshire","Hispanic",0.0253655765284507,4924.26026026026
"New Hampshire","Other",0.0104870970421525,2153.99155508884
"New Hampshire","Asian",0.0223582519620042,4251.96457169424
"New Hampshire","Black",0.00989801661755794,1757.64200927098
"New Hampshire","American Indian or Alaska Native",0.000939032045799638,181.970498682006
"New York","White",0.611553556159122,1506068.02968388
"New York","Black",0.132074210353983,340913.526882487
"New York","Hispanic",0.157289756669272,411670.088088088
"New York","Other",0.0133765570943164,35310.9174055795
"New York","Asian",0.0833826678286409,215456.976294998
"New York","American Indian or Alaska Native",0.00219024650116964,5632.80628927302
"New York","Native Hawaiian or Other Pacific Islander",0.000133005393496737,323.852552887353
"Wyoming","Hispanic",0.0695595745430384,5339.06206206206
"Wyoming","White",0.886615425618965,64355.1295094922
"Wyoming","American Indian or Alaska Native",0.0179554613872559,1341.10669101597
"Wyoming","Asian",0.00686475580194402,407.866047874659
"Wyoming","Other",0.0117446277041357,846.754346993252
"Hawaii","American Indian or Alaska Native",0.00165067629154647,345.954549781855
"Hawaii","Black",0.0138377950448082,2715.53272512546
"New Hampshire","Native Hawaiian or Other Pacific Islander",0.000602656013120846,102.18148207997
"Wyoming","Native Hawaiian or Other Pacific Islander",0.00108112933356754,77.3898166222336
"Wyoming","Black",0.00617902561109362,489.551385799464
"Montana","Native Hawaiian or Other Pacific Islander",0.00067218366588934,85.9911665772132
